"","period","dias_rest","Cs","Más País","PP","PSOE","Unidas Podemos","Vox","Cs.Enc","PP.Enc","PSOE.Enc","Unidas Podemos.Enc","Vox.Enc","Más País.Enc","IZQ","DCH","Otros","IZQ.Enc","DCH.Enc","Otros.Enc"
"578",2021-06-02,921,3.2,3.8,27.4,25.9,10.1,16.1,NA,NA,NA,NA,NA,NA,39.8,46.8,13.4,NA,NA,NA
"579",2021-06-03,920,3.2,3.9,27.4,25.9,10,16.1,2.7,28.7,25.5,8.6,15.8,5.2,39.8,46.8,13.4,39.3,47.2,13.5
"580",2021-06-04,919,3.2,3.9,27.5,25.9,10,16.2,3,27.9,25.4,10.4,16.8,3.5,39.8,46.8,13.4,39.3,47.7,13
"581",2021-06-05,918,3.2,3.9,27.5,25.9,10,16.2,NA,NA,NA,NA,NA,NA,39.8,46.8,13.4,NA,NA,NA
"582",2021-06-06,917,3.2,3.9,27.5,25.9,10,16.2,NA,NA,NA,NA,NA,NA,39.8,46.8,13.4,NA,NA,NA
"583",2021-06-07,916,3.2,3.9,27.5,25.9,10,16.2,NA,NA,NA,NA,NA,NA,39.8,46.8,13.4,NA,NA,NA
"584",2021-06-08,915,3.2,3.9,27.5,25.9,10,16.2,NA,NA,NA,NA,NA,NA,39.8,46.8,13.4,NA,NA,NA
"585",2021-06-09,914,3.2,4.1,27.6,25.7,9.9,16.2,3.4,27.1,23,9.3,17,6,39.7,47,13.4,38.3,47.5,14.2
"586",2021-06-10,913,3.2,4.1,27.8,25.7,9.9,16,2.9,30.7,25.5,9.2,12.4,4.5,39.7,46.9,13.4,39.2,46,14.8
"587",2021-06-11,912,3.2,4.1,27.8,25.7,9.9,16,3.1,28.4,25.3,10,16.2,3.9,39.6,46.9,13.4,39.2,47.7,13.1
"588",2021-06-12,911,3.2,4.1,27.8,25.7,9.9,16,NA,NA,NA,NA,NA,NA,39.6,46.9,13.4,NA,NA,NA
"589",2021-06-13,910,3.2,4.1,27.8,25.7,9.9,16,NA,NA,NA,NA,NA,NA,39.6,46.9,13.4,NA,NA,NA
"590",2021-06-14,909,3.2,4.1,27.8,25.7,9.9,16,NA,NA,NA,NA,NA,NA,39.6,46.9,13.4,NA,NA,NA
"591",2021-06-15,908,3.3,4.1,27.7,25.7,10,15.8,5.7,23.9,27.4,12,13,4.1,39.7,46.8,13.4,43.5,42.6,13.9
"592",2021-06-16,907,3.3,4.1,27.7,25.7,10,15.8,NA,NA,NA,NA,NA,NA,39.7,46.8,13.4,NA,NA,NA
"593",2021-06-17,906,3.3,4.1,27.7,25.6,9.9,15.8,NA,NA,NA,NA,NA,NA,39.7,46.9,13.4,NA,NA,NA
"594",2021-06-18,905,3.3,4.2,27.8,25.6,9.9,15.8,2.4,29.8,25.3,9.5,15.5,5.7,39.7,46.9,13.4,40.5,47.7,11.8
"595",2021-06-18,905,3.3,4.2,27.8,25.6,9.9,15.8,3,28.6,25.9,9.6,15.8,4,39.7,46.9,13.4,39.5,47.4,13.1
"596",2021-06-19,904,3.3,4.2,27.8,25.6,9.9,15.8,NA,NA,NA,NA,NA,NA,39.7,46.9,13.4,NA,NA,NA
"597",2021-06-20,903,3.3,4.2,27.8,25.6,9.9,15.8,NA,NA,NA,NA,NA,NA,39.7,46.9,13.4,NA,NA,NA
"598",2021-06-21,902,3.2,4.2,27.9,25.6,9.8,15.8,3,28.2,25.2,9.7,15.8,4.3,39.6,46.9,13.5,39.2,47,13.8
"599",2021-06-21,902,3.2,4.2,27.9,25.6,9.8,15.8,2.5,30.1,24.5,11.4,15.5,4.4,39.6,46.9,13.5,40.3,48.1,11.6
"600",2021-06-21,902,3.2,4.2,27.9,25.6,9.8,15.8,3.5,27.9,25.7,9.9,16,2.3,39.6,46.9,13.5,37.9,47.4,14.7
"601",2021-06-22,901,3.3,4.2,27.9,25.5,9.9,15.7,NA,NA,NA,NA,NA,NA,39.6,46.9,13.4,NA,NA,NA
"602",2021-06-23,900,3.3,4.2,28,25.5,9.9,15.6,NA,NA,NA,NA,NA,NA,39.6,46.9,13.4,NA,NA,NA
"603",2021-06-24,899,3.3,4.2,28,25.5,9.9,15.6,NA,NA,NA,NA,NA,NA,39.6,46.9,13.4,NA,NA,NA
"604",2021-06-25,898,3.3,4.2,28,25.5,9.9,15.6,NA,NA,NA,NA,NA,NA,39.6,46.9,13.4,NA,NA,NA
"605",2021-06-26,897,3.3,4.2,28.1,25.5,9.9,15.6,3,28.6,25.1,10,16.2,4.1,39.5,47,13.5,39.2,47.8,13
"606",2021-06-26,897,3.3,4.2,28.1,25.5,9.9,15.6,2.6,30.4,24.7,9,15.1,4.6,39.5,47,13.5,38.3,48.1,13.6
"607",2021-06-27,896,3.5,4.2,28.1,25.4,9.9,15.6,5.2,26.2,24.1,10.4,16.6,4.6,39.5,47.1,13.3,39.1,48,12.9
"608",2021-06-28,895,3.4,4.2,28.2,25.3,9.9,15.7,NA,NA,NA,NA,NA,NA,39.5,47.3,13.2,NA,NA,NA
"609",2021-06-29,894,3.4,4.2,28.3,25.3,9.9,15.7,NA,NA,NA,NA,NA,NA,39.4,47.4,13.2,NA,NA,NA
"610",2021-06-30,893,3.4,4.2,28.3,25.3,9.9,15.7,NA,NA,NA,NA,NA,NA,39.4,47.4,13.2,NA,NA,NA
"611",2021-07-01,892,3.4,4.3,28.4,25.3,9.9,15.6,2.8,30.2,24.3,9.1,15.5,5,39.5,47.4,13.2,38.4,48.5,13.1
"612",2021-07-01,892,3.4,4.3,28.4,25.3,9.9,15.6,2.5,29.4,25.9,10.5,14.4,5,39.5,47.4,13.2,41.4,46.3,12.3
"613",2021-07-02,891,3.3,4.3,28.3,25.3,9.9,15.7,1.5,28.3,25.9,8.9,18.1,4.4,39.4,47.3,13.3,39.2,47.9,12.9
"614",2021-07-02,891,3.3,4.3,28.3,25.3,9.9,15.7,3.1,28.4,24.9,10.1,16.3,4.2,39.4,47.3,13.3,39.2,47.8,13
"615",2021-07-03,890,3.3,4.3,28.2,25.3,9.9,15.8,NA,NA,NA,NA,NA,NA,39.5,47.3,13.2,NA,NA,NA
"616",2021-07-04,889,3.3,4.3,28.2,25.3,9.9,15.8,NA,NA,NA,NA,NA,NA,39.5,47.3,13.2,NA,NA,NA
"617",2021-07-05,888,3.2,4.3,28.3,25.2,9.9,15.8,NA,NA,NA,NA,NA,NA,39.5,47.3,13.3,NA,NA,NA
"618",2021-07-06,887,3.3,4.3,28.3,25.2,9.9,15.7,NA,NA,NA,NA,NA,NA,39.4,47.3,13.2,NA,NA,NA
"619",2021-07-07,886,3.3,4.4,28.3,25.1,9.9,15.7,NA,NA,NA,NA,NA,NA,39.5,47.3,13.2,NA,NA,NA
"620",2021-07-08,885,3.3,4.4,28.3,25.1,9.9,15.7,NA,NA,NA,NA,NA,NA,39.5,47.3,13.2,NA,NA,NA
"621",2021-07-09,884,3.3,4.4,28.3,25.2,10,15.7,NA,NA,NA,NA,NA,NA,39.5,47.3,13.2,NA,NA,NA
"622",2021-07-10,883,3.3,4.3,28.3,25.2,10,15.7,2.9,27.9,26,9.9,16.7,3.9,39.5,47.3,13.2,39.8,47.5,12.7
"623",2021-07-11,882,3.3,4.3,28.3,25.2,10,15.7,NA,NA,NA,NA,NA,NA,39.5,47.3,13.2,NA,NA,NA
"624",2021-07-12,881,3.2,4.3,28.3,25.1,10,15.8,2.4,26.9,23,12.1,17.4,3.5,39.5,47.3,13.3,38.6,46.7,14.7
"625",2021-07-13,880,3.2,4.3,28.3,25.1,10,15.7,NA,NA,NA,NA,NA,NA,39.5,47.3,13.3,NA,NA,NA
"626",2021-07-14,879,3.2,4.3,28.4,25.1,10,15.7,NA,NA,NA,NA,NA,NA,39.5,47.3,13.2,NA,NA,NA
"627",2021-07-15,878,3.4,4.3,28.2,25.3,10.1,15.4,3.9,26,27.3,10,13.1,3.8,39.7,47,13.4,41.1,43,15.9
"628",2021-07-15,878,3.4,4.3,28.2,25.3,10.1,15.4,5.5,23.4,28.6,10.6,13.6,3.7,39.7,47,13.4,42.9,42.5,14.6
"629",2021-07-16,877,3.3,4.3,28.1,25.3,10,15.6,2.7,29.8,25.9,9.2,15.3,3.7,39.6,47,13.4,38.8,47.8,13.4
"630",2021-07-16,877,3.3,4.3,28.1,25.3,10,15.6,1.4,28,26.2,9.3,17.7,4.5,39.6,47,13.4,40,47.1,12.9
"631",2021-07-16,877,3.3,4.3,28.1,25.3,10,15.6,2.9,27.7,25.4,10,17.3,3.8,39.6,47,13.4,39.2,47.9,12.9
"632",2021-07-17,876,3.3,4.3,28.2,25.3,10,15.6,2.3,30.3,24.5,9,15.4,4.9,39.6,47,13.3,38.4,48,13.6
"633",2021-07-18,875,3.3,4.3,28.2,25.3,10,15.6,NA,NA,NA,NA,NA,NA,39.6,47,13.3,NA,NA,NA
"634",2021-07-19,874,3.3,4.2,28.2,25.3,10,15.5,2.8,28.8,25.1,10,14.1,4.8,39.5,47,13.5,39.9,45.7,14.4
"635",2021-07-19,874,3.3,4.2,28.2,25.3,10,15.5,4,28,24,10.5,16.7,2.5,39.5,47,13.5,37,48.7,14.3
"636",2021-07-20,873,3.3,4.2,28.2,25.3,10,15.5,NA,NA,NA,NA,NA,NA,39.5,47,13.5,NA,NA,NA
"637",2021-07-21,872,3.3,4.2,28.2,25.3,10,15.5,NA,NA,NA,NA,NA,NA,39.5,47,13.5,NA,NA,NA
"638",2021-07-22,871,3.4,4.2,28.3,25.2,10.1,15.3,3.5,31.1,25.1,10,12.4,3.3,39.5,47,13.5,38.4,47,14.6
"639",2021-07-23,870,3.4,4.2,28.3,25.2,10.1,15.4,3.3,30,25.6,9.6,14.9,4.6,39.5,47,13.5,39.8,48.2,12
"640",2021-07-23,870,3.4,4.2,28.3,25.2,10.1,15.4,3,28.1,25.4,9.9,17,3.5,39.5,47,13.5,38.8,48.1,13.1
"641",2021-07-24,869,3.4,4.2,28.3,25.2,10.1,15.4,NA,NA,NA,NA,NA,NA,39.5,47,13.5,NA,NA,NA
"642",2021-07-25,868,3.4,4.1,28.3,25.3,10.1,15.3,NA,NA,NA,NA,NA,NA,39.5,47,13.5,NA,NA,NA
"643",2021-07-26,867,3.4,4.1,28.2,25.3,10.1,15.5,NA,NA,NA,NA,NA,NA,39.5,47.1,13.4,NA,NA,NA
"644",2021-07-27,866,3.4,4.1,28.2,25.3,10.1,15.4,NA,NA,NA,NA,NA,NA,39.5,47.1,13.5,NA,NA,NA
"645",2021-07-28,865,3.4,4.1,28.2,25.3,10.1,15.4,NA,NA,NA,NA,NA,NA,39.5,47.1,13.5,NA,NA,NA
"646",2021-07-29,864,3.5,4.1,28.2,25.3,10.1,15.5,5,26.4,24.7,10.3,16.1,4.5,39.5,47.1,13.4,39.5,47.5,13
"647",2021-07-30,863,3.5,4.1,28.2,25.3,10.1,15.5,NA,NA,NA,NA,NA,NA,39.5,47.1,13.4,NA,NA,NA
"648",2021-07-31,862,3.4,4.1,28.3,25.2,10,15.6,NA,NA,NA,NA,NA,NA,39.4,47.3,13.3,NA,NA,NA
"649",2021-08-01,861,3.4,4.1,28.3,25.2,10,15.6,NA,NA,NA,NA,NA,NA,39.4,47.3,13.3,NA,NA,NA
